LegalNm,BusNm,Address,City,State,Country,Zipcode,Phone_Number,Website,Total_Assets,Clients
"RESOLVE FINANCIAL, LLC","RESOLVE FINANCIAL, LLC",,,,,,(925) 255-5055,https://www.linkedin.com/in/joseph-curtis-0b5a1b9b/,13611320,0
"BLUE POINT STRATEGIC WEALTH MANAGEMENT, LLC","BLUE POINT STRATEGIC WEALTH MANAGEMENT, LLC","32-16 BROADWAY AVE, 2ND FLOOR",FAIR LAWN,NJ,United States,07410,201-690-3035,HTTP://BLUEPOINTINVESTING.COM/,13618276,0
SECURITIES INDUSTRY MANAGEMENT CORP.,SECURITIES INDUSTRY MANAGEMENT CORP.,,,,,,203-869-5745,,13620000,0
"VICTORY WEALTH SERVICES, LLC","VICTORY WEALTH SERVICES, LLC",3741 KARICIO LANE,PRESCOTT,AZ,United States,86303,928-778-1050,HTTP://WWW.VICTORYWEALTH.COM,13623551,26-50
SHORES EDGE FINANCIAL LLC,SHORES EDGE FINANCIAL LLC,,,,,,612-965-4766,,13627880,
"THE JAFFEE FINANCIAL GROUP, INC.","THE JAFFEE FINANCIAL GROUP, INC.",9720 STIRLING ROAD,COOPER CITY,FL,United States,33024,954-430-5855,HTTPS://WWW.LINKEDIN.COM/IN/MICHAEL-JAFFEE-2b8b806,13642197,0
METHODICA INVESTMENT MANAGEMENT LLC,METHODICA INVESTMENT MANAGEMENT LLC,,,,,,917-794-6646,,13645939,0
AMFA LLC,AMFA LLC,,,,,,475-544-9706,https://www.AMFACapitalManagement.com,13646397,
SYNERGY INVESTMENT SERVICES LLC,EVERTRUE FINANCIAL SERVICES,10343 DAWSON'S CREEK BLVD,FORT WAYNE,IN,United States,46825,260-490-8822,https://EverTruefw.com,13647918,101-250
PRIME OPPORTUNITIES INVESTMENT GROUP LLC,PRIME OPPORTUNITIES INVESTMENT GROUP LLC,2029 CENTURY PARK EAST,LOS ANGELES,CA,United States,90067,310-295-2212,HTTP://WWW.PRIMEOPP.COM,13683919,
OWM ADVICE AND ASSET MANAGEMENT INC.,OAKS WEALTH MANAGEMENT,1225 NORTH LOOP WEST,HOUSTON,TX,United States,77008,281-888-9085,https://www.oakswealthmanagement.com,13694574,11-25
JME WEALTH MANAGEMENT LLC,JME WEALTH MANAGEMENT,7918 JONES BRANCH DR,MCLEAN,VA,United States,22102,703-776-9991,https://JMEwealthmanagement.com,13706685,11-25
TRIDENT ADVISORS LLC,TRIDENT ADVISORS LLC,181 CROSSWAYS PARK DRIVE,WOODBURY,NY,United States,11797,516-681-9100,HTTPS://WWW.http://tridentpartnersltd.com/tridentadvisorsllc/,13715133,26-50
CORLEY CAPITAL LLC,CORLEY CAPITAL LLC,,,,,,(918) 857-0878,,13715724,0
"GORHAM WEALTH MANAGEMENT, LLC","GORHAM WEALTH MANAGEMENT, LLC",602 PARK POINT DRIVE,GOLDEN,CO,United States,80401,303-962-9922,HTTP://WWW.GORHAMFINANCIAL.COM,13725000,1-10
FITCH FINANCIAL ADVISORS LLC,FITCH FINANCIAL ADVISORS LLC,,,,,,415-928-3499,HTTP://WWW.FITCHADVISORS.WEEBLY.COM,13726459,11-25
FINANCIAL TELESIS COMPANY,FINANCIAL TELESIS COMPANY,1603 COPENHAGEN DRIVE,SOLVANG,CA,United States,93463,805-686-5766,,13732620,0
"BUTLERJEFFREY, LLC","BUTLERJEFFREY, LLC",6400 POWERS FERRY RD NW,ATLANTA,GA,United States,30339,(404) 369-0282,HTTPS://WWW.BUTLERJEFFREY.COM,13732622,1-10
"KASMAT RISK MANAGEMENT, LLC.","KASMAT RISK MANAGEMENT, LLC.",,,,,,954-304-4674,HTTP://WWW.KASMAT.COM,13735274,0
INNOVATION PARTNERS LLC.,INNOVATION PARTNERS LLC,5950 FAIRVIEW ROAD,CHARLOTTE,NC,United States,28210,704-708-5461,HTTP://WWW.INNOVATIONPARTNERSLLC.COM,13736437,1-10
"SIERRA FINANCIAL ADVISORS, LLC","SIERRA FINANCIAL ADVISORS, LLC",145 N. FRANKLIN TURNPIKE,RAMSEY,NJ,United States,07446,201-236-2226,HTTP://WWW.SIERRAFINANCIALADVISOR.COM/,13750000,1-10
"O'BRIEN CAPITAL ADVISORS, LLC","O'BRIEN CAPITAL ADVISORS, LLC",18 E LEE AVE.,SAPULPA,OK,United States,74066,918-227-3285,HTTP://www.obriencapitaladv.com,13750089,0
"TWENTY FIFTY CAPITAL, LLC",TWENTY FIFTY CAPITAL,159 CIVITAS STREET,MT PLEASANT,SC,United States,29464,(321) 298-8633,https://www.instagram.com/twentyfiftycapital/,13755254,101-250
"AQS MANAGEMENT, LLC","AQS MANAGEMENT, LLC",299 PROSPECT PLACE,BROOKLYN,NY,United States,11238,412-901-7503,,13772243,0
WEST PINE 43 LLC,WEST PINE 43 LLC,641 LEXINGTON AVENUE,NEW YORK,NY,United States,10018,212-970-0043,,13776000,
"FSP ADVISORS, INC.","FSP ADVISORS, INC.",900 JEFFERSON ROAD,ROCHESTER,NY,United States,14623-3238,(585) 697-2958,,13787112,101-250
"WILKISON INVESTMENT SERVICES, LLC","WILKISON INVESTMENT SERVICES, LLC",,,,,,425-295-7028,HTTP://WILKISONINVEST.COM,13800000,0
ORCHARD WEALTH & LEGACY MANAGEMENT LLC,ORCHARD WEALTH & LEGACY MANAGEMENT LLC,,,,,,609-937-8064,HTTPS://ORCHARDWLM.COM,13800000,
LAUGHLIN FINANCIAL ADVISORS,LAUGHLIN FINANCIAL ADVISORS,,,,,,716-863-8806,,13800000,1-10
JOHN NUCKEL LLC,JOHN NUCKEL LLC,,,,,,(914) 715-4863,,13800000,
"MYNENI, RAVI",BANYANTREE WEALTH MANAGEMENT,2547 DONNS WAY,OAKTON,VA,United States,22124,703-470-7350,,13800000,1-10
"PRIORITY INVESTMENT SERVICES, LLC","PRIORITY INVESTMENT SERVICES, LLC",119 W. NORTH COUNTY RD.,FREEMAN,SD,United States,57029,605-925-4141,,13813000,0
IQ CAPITAL STRATEGY LLC,IQ CAPITAL STRATEGY LLC,735 NORTH TOWNVILLE STREET,SENECA,SC,United States,29678,848-227-4825,HTTP://WWW.IQCAPITALSTRATEGY.COM,13815402,
ROCKY MOUNTAIN HUMANE INVESTING CORP.,ROCKY MOUNTAIN HUMANE INVESTING CORP.,,,,,,970-222-2592,HTTP://WWW.GREENINVESTMENT.COM,13816928,
"TYLER WEALTH MANAGEMENT, LLC","TYLER WEALTH MANAGEMENT, LLC",SOUTHLAKE - CEDAR RIDGE,SOUTHLAKE,TX,United States,76092,817-400-9905,HTTP://TYLERFINANCIALNETWORK.COM/,13820389,1-10
"NORTH CREEK CAPITAL, LLC","NORTH CREEK CAPITAL, LLC",ATTN: MICHAEL MORGAN,SEATTLE,WA,United States,98199,206-793-2490,https://northcreek-capital.com,13829491,
KRISHNA WEALTH PLANNING LLC,KRISHNA WEALTH PLANNING,5900 S LAKE FOREST DR,MCKINNEY,TX,United States,75070,214-901-7526,https://www.linkedin.com/in/neilkrishnaswamy,13829911,11-25
"ORGANIZE, PROTECT & GROW YOUR WEALTH, LLC","ORGANIZE, PROTECT & GROW YOUR WEALTH, LLC",1S430 WENMOTH ROAD,BATAVIA,IL,United States,60510,(312) 504-9745,https://www.linkedin.com/in/langnguyencpamba/,13831628,0
"COMPO ADVISORS, LLC","COMPO ADVISORS, LLC",,,,,,914-275-3575,HTTPS://WWW.COMPOADVISORS.COM,13833628,11-25
"ONE SOURCE ADVISORY SERVICES, LLC","ONE SOURCE ADVISORY SERVICES, LLC",260 PEACHTREE STREET NW,ATLANTA,GA,United States,30303,404-230-8451,HTTPS://WWW.ONESOURCEADVISOR.COM,13839597,11-25
"ACCOUNTING & TAX SOLUTIONS, INC.",ATS CAPITAL ADVISORS,875 S. MAIN STREET,PLYMOUTH,MI,United States,48170,734-454-4100,https://atscpas.com,13843071,0
"THREE LAKES ADVISORS, INC.","THREE LAKES ADVISORS, INC.",,,,,,203-869-4046,,13848500,
"LEGIONCE INVESTMENT ADVISORS, INC.","LEGIONCE INVESTMENT ADVISORS, INC.","88 INVERNESS CIRCLE EAST, SUITE D-101",ENGLEWOOD,CO,United States,80112,303-858-1500,HTTP://LEGIONCE.COM,13854820,0
CARRIAGE HOUSE PLANNING LLC,CARRIAGE HOUSE PLANNING LLC,,,,,,727-643-8666,http://www.carriagehouseplanning.com/,13861065,11-25
"EXECUTIVE FINANCIAL SERVICES, INC.","EXECUTIVE FINANCIAL SERVICES, INC.",,,,,,603-890-9040,HTTP://WWW.EXECUTIVEFINANCIAL-ONLINE.COM,13870000,1-10
"HOWE FINANCIAL ADVISORY, LLC","HOWE FINANCIAL ADVISORY, LLC",3401 EVANSTON AVENUE N.  STE F,SEATTLE,WA,United States,98103,206-755-4489,https://www.linkedin.com/in/trish-howe-3874215,13878000,26-50
UL WEALTH LLC,UL WEALTH LLC,3316 N OAK ST EXT,VALDOSTA,GA,United States,31605,229-262-1990,http://ulwealth.com,13879323,0
VILGA FINANCIAL PLANNING LLC,VILGA FINANCIAL PLANNING LLC,,,,,,(201) 300-6097,http://www.vilga.com,13884365,11-25
ROCKWAY WEALTH PARTNERS,ROCKWAY WEALTH PARTNERS,15214 RIDGEMONT DRIVE,URBANDALE,IA,United States,50323,515-414-7373,https://facebook.com/rockwaywealth,13888000,
VERTEX FINANCIAL ADVISORS LLC,VERTEX FINANCIAL ADVISORS LLC,"8033 OLD YORK ROAD, SUITE 212-B",ELKINS PARK,PA,United States,19027,267-892-5374,https://www.vertexpa.com,13899624,0
"SAMPLE FINANCIAL ADVISERS, LLC","SAMPLE FINANCIAL ADVISERS, LLC",4025 AUTOMATION WAY,FORT COLLINS,CO,United States,80525,970-691-5863,,13904083,0
"SAFE HARBOR INVESTMENT ADVISORS, LLC","SAFE HARBOR INVESTMENT ADVISORS, LLC",,,,,,301-798-2953,HTTP://WWW.YOURONLINEANCHOR.COM,13906848,
"SPRINGBROOK FINANCIAL, LLC","SPRINGBROOK FINANCIAL, LLC",,,,,,406-570-9048,,13908254,1-10
"BLANKENSHIP FINANCIAL PLANNING, LTD.","BLANKENSHIP FINANCIAL PLANNING, LTD.",116 WEST ILLINOIS,NEW BERLIN,IL,United States,62670,217-488-6473,HTTP://WWW.FINANCIALDUCKSINAROW.COM,13914405,51-100
LIBERTY ADVISERS INC.,LIBERTY ADVISERS INC.,,,,,,402-423-9434,HTTPS://TWITTER.COM/CREHA46,13916662,1-10
"MODERN FINANCIAL ASSET MANAGEMENT, LLC",MODERN FINANCIAL,6208 LEHMAN DR,COLORADO SPRINGS,CO,United States,80918,808-341-0103,HTTPS://WWW.LINKEDIN.COM/COMPANY/MODERNFINANCIAL/,13926254,0
"PANORAMIC FINANCIAL PLANNING, LLC",PANORAMIC FINANCIAL PLANNING,,,,,,317-600-3552,HTTP://TWITTER.COM/PANORAMICFP,13936089,26-50
"MONTGOMERY CAPITAL MANAGEMENT, LLC","MONTGOMERY CAPITAL MANAGEMENT, LLC",753-C THIMBLE SHOALS BOULEVARD,NEWPORT NEWS,VA,United States,23606,757-597-9525,HTTP://WWW.MONTGOMERYCAP.COM,13940000,
"THE MCGRIFF ALLIANCE, INC.",THE MCGRIFF ALLIANCE,2201 PROVIDENCE PARK,BIRMINGHAM,AL,United States,35242,205-991-4448,HTTP://THEMCGRIFFALLIANCE.COM,13946456,11-25
HATHAWAY FINANCIAL LLC,HATHAWAY FINANCIAL LLC,,,,,,971-409-4180,https://www.hathawayfinancial.com,13947252,
"CRYSTAL CAPITAL ADVISORS, LLC","CRYSTAL CAPITAL ADVISORS, LLC",,,,,,719-685-3666,HTTP://WWW.INSTAGRAM.COM/LAKESHORE_TA,13947372,
"NEWCOMB FINANCIAL ADVISORS, LLC","NEWCOMB FINANCIAL ADVISORS, LLC","1340 ENVIRON WAY, SUITE 13402",CHAPEL HILL,NC,United States,27517,919-593-5545,HTTP://WWW.NEWCOMBFINANCIALADVISORS.COM,13961539,1-10
IRONCLAD FINANCIAL LLC,IRONCLAD FINANCIAL,,,,,,610-549-1339,https://ironclad.financial/,13965746,26-50
CONTEXT FINANCIAL LLC,CONTEXT FINANCIAL LLC,120 KENTUCKY AVE.,LEXINGTON,KY,United States,40502,859-514-1999,HTTPS://WWW.CONTEXTFINANCIAL.COM,13972032,0
"MLD INVESTMENT ADVISORY, INC.","MLD INVESTMENT ADVISORY, INC.",2850 W. HORIZON RIDGE PKWY.,HENDERSON,NV,United States,89052,702-430-4556,HTTP://WWW.MLDINVESTMENTADVISORY.COM,13980229,
QUANTS CAPITAL MANAGEMENT INC,"QUANTS CAPITAL MANAGEMENT, INC",400 CONTINENTAL BLVD,EL SEGUNDO,CA,United States,90245,424-203-2501,HTTP://WWW.QUANTS.COM,13989082,0
"NEST EGG FINANCIAL ADVISORS, LLC",NEST EGG FINANCIAL ADVISORS,,,,,,775-413-0468,HTTP://WWW.NESTEGGFA.COM,13991009,1-10
"LUCKY MAN, LLC","LUCKY MAN, LLC",,,,,,816-905-3325,HTTP://LUCKYMANPARTNERS.COM,14000000,
ALPHA PRIVATE WEALTH ADVISORS LLC,ALPHA PRIVATE WEALTH ADVISORS LLC,50 CALIFORNIA STREET,SAN FRANCISCO,CA,United States,94111,415-704-8900,HTTP://WWW.ALPHAPRIVATEWEALTHADVISORS.COM,14000000,0
BUNNEN FINANCIAL MANAGEMENT LLC,BUNNEN FINANCIAL MANAGEMENT LLC,,,,,,3016025005,,14000000,11-25
SML CAPITAL LLC,SML CAPITAL LLC,,,,,,858-254-6908,,14000000,0
RAVELLO PARTNERS LLC,RAVELLO PARTNERS LLC,20 PINE HILL ROAD,DEMAREST,NJ,United States,07627,917-331-7706,HTTP://WWW.RAVELLOCAPITAL.COM,14000000,0
"PHOENIX FINANCIAL ENGINEERING, LLC","PHOENIX FINANCIAL ENGINEERING, LLC",,,,,,410-657-5788,HTTP://LINKEDIN.COM/IN/DMBONNICHSEN,14000000,26-50
HANNA FINANCIAL AND TAX SERVICES,HANNA FINANCIAL AND TAX SERVICES,,,,,,4127222942,,14000000,0
"AURORA STRATEGIC ADVISORS, LLC","AURORA STRATEGIC ADVISORS, LLC",510 PETERSON DRIVE,LUMBERTON,NC,United States,28358,910-887-2119,HTTP://WWW.AURORASTRATEGICADVISORS.COM,14000000,1-10
ROBERT DONALD BRANDSGAARD,BRANDSGAARD INVESTMENTS,920 SOUTH STREET,MOUNTAIN HOME,AR,United States,72653,870-424-0130,,14000000,0
"PROSPECT ADVISORS, LLC","PROSPECT ADVISORS, LLC",,,,,,203-388-8712,,14000000,
"KILDARE ASSET MANAGEMENT, LLC","KILDARE ASSET MANAGEMENT, LLC",45 LEWIS STREET,BINGHAMTON,NY,United States,13901,607-231-6330,,14000000,26-50
BLACK LAKE CAPITAL CORP.,BLACK LAKE CAPITAL CORP.,,,,,,561-267-2117,HTTPS://WWW.BLACKLAKECAPITAL.COM,14000000,0
"LAFARGUE FINANCIAL GROUP, INC.","LAFARGUE FINANCIAL GROUP, INC.",,,,,,866-765-1850,HTTP://WWW.RICHARDLAFARGUE.COM/WORKING-FOR-YOU,14000000,51-100
"CLARK, CHARLES LEE JR.",CLC CAPITAL MANAGEMENT,750 MAIN STREET,GRAND JUNCTION,CO,United States,81501,(970) 255-9980,HTTP://WWW.CLCCM.COM,14000000,1-10
GLENNCAP LLC,GLENN CAPITAL LLC,,,,,,(203) 939-3330,,14000000,0
OLIVE TREE RIDGE INVESTMENT ADVISORS,OLIVE TREE RIDGE INVESTMENT ADVISORS,,,,,,917-810-9209,,14000000,
"HOLDEN, DOUGLAS K",FIRST LIGHT FINANCIAL,,,,,,919-539-6900,,14000216,
LGM CAPITAL MANAGEMENT LLC,LGM CAPITAL MANAGEMENT LLC,"11811 N. TATUM BLVD., SUITE 3031",PHOENIX,AZ,United States,85028,480-737-5103,HTTP://WWW.LGMCAPITALMANAGEMENT.COM,14001073,1-10
"GUSTAFSSON WEALTH MANAGEMENT, INC.","GUSTAFSSON WEALTH MANAGEMENT, INC.",,,,,,770-753-2700,https://www.gustafsson-wealthmgmt.com/,14004047,0
"WILSON & BROWNING, INC.","WILSON & BROWNING, INC.",2385 KENILWORTH RD.,CLEVELAND HEIGHTS,OH,United States,44106,216-464-2133,https://www.wilsonbrowning.com/,14006000,0
THOUSAND WEALTH MANAGEMENT LLC,THOUSAND WEALTH MANAGEMENT,663 TRADE CENTER BLVD.,CHESTERFIELD,MO,United States,63005,636-532-9004,https://thousand.cpa/,14019632,1-10
L SQUARED WEALTH MANAGEMENT LLC,L SQUARED WEALTH MANAGEMENT,,,,,,415-343-5147,HTTP://WWW.L2WEALTHMANAGEMENT.COM,14020936,11-25
"INFINITY FINANCIAL STRATEGIES, LLC","INFINITY FINANCIAL STRATEGIES, LLC",,,,,,860-264-5831,http://infinityfinancialstrategies.net,14025860,26-50
TRUSTMERIT CAPITAL LLC,TRUSTMERIT CAPITAL,6640 SHADY OAK ROAD,EDEN PRAIRIE,MN,United States,55344,952-446-7616,https://trustmerit.com,14030000,
"PROSPERO WEALTH, LLC","PROSPERO WEALTH, LLC",,,,,,971-716-1991,HTTP://PROSPEROWEALTH.COM,14032212,11-25
"SWAN DFW FINANCIAL SOLUTIONS, LLC","SWAN DFW FINANCIAL SOLUTIONS, LLC",,,,,,844-779-2633,HTTP://SWANDFW.NET,14032769,26-50
PRANA WEALTH MANAGEMENT LLC,PRANA WEALTH MANAGEMENT LLC,,,,,,(404) 500-9261,HTTPS://WWW.FACEBOOK.COM/TRANSFORMATIVEFP/,14051031,26-50
"KRIVACS CAPITAL MANAGEMENT, LLC","KRIVACS CAPITAL MANAGEMENT, LLC",501 S. CHERRY ST.,DENVER,CO,United States,80246,303-991-1197,,14057891,
"HOLISTIC VIEW FINANCIAL, LLC","HOLISTIC VIEW FINANCIAL, LLC",,,,,,617-971-8395,https://www.linkedin.com/in/sunilharpalani/,14063667,26-50
"CLARITY FINANCIAL ORGANIZATION, LLC","CLARITY FINANCIAL ORGANIZATION, LLC",301 WEST MAIN STREET,BOONVILLE,IN,United States,47601,(812) 897-1470,,14085834,26-50
"REEVES, JAMES, TOWNSEND","REEVES, JAMES, TOWNSEND",,,,,,310-377-5123,https://www.jimtreeves.com,14087360,0
OMEGA WEALTH MANAGEMENT GROUP LLC,OMEGA WEALTH MANAGEMENT GROUP LLC,601 CARLSON PARKWAY,MINNETONKA,MN,United States,55305,952-475-6844,https://www.facebook.com/omega.wmg/,14088771,0
"SCOTT AND ASSOCIATES OF TEXAS, INC.","SCOTT AND ASSOCIATES OF TEXAS, INC.",,,,,,713-957-0685,HTTP://WWW.SCOTTANDASSOCIATESOFTEXAS.COM/,14101859,51-100
"MASSIF CAPITAL, LLC","MASSIF CAPITAL, LLC",,,,,,860-729-1870,https://twitter.com/MassifCap,14102650,
"ARENITE ADVISORY, INC.","ARENITE ADVISORY, INC.","ONE EAST LIBERTY STREET,",RENO,NV,United States,89501,844 844-1396,HTTPS://WWW.FACEBOOK.COM/ARENITEADVISORY/,14115692,0
AZURE FINANCIAL ADVISORS LLC,AZURE FINANCIAL ADVISORS LLC,5220 SAND LAKE COURT,SARASOTA,FL,United States,34238,(847) 476-9501,HTTP://WWW.AZUREFINACIALADVISORS.COM,14118262,11-25
SOLIDO FINANCIAL LLC,SOLIDO FINANCIAL LLC,,,,,,773-344-1445,,14125022,0
"CARLISLE, SUSAN",SUSAN CARLISLE,21243 VENTURA BLVD,WOODLAND HILLS,CA,United States,91364-2124,818-888-3223,,14129890,0
STADIUM FINANCIAL LLC,STADIUM FINANCIAL LLC,,,,,,407-920-4421,http://stadiumfinancial.com/,14134452,11-25
"FINANCIAL STRATEGIES, LLC","FINANCIAL STRATEGIES, LLC",,,,,,781-772-1548,http://www.financialstrategies-ehp.com,14137152,1-10
"FESTOG CAPITAL, LLC","FESTOG CAPITAL, LLC",,,,,,201-275-2382,,14150000,0
LANE BROTHERS & CO INC,LANE BROTHERS & CO INC,1550 PLAZA WEST DRIVE,PRESCOTT,AZ,United States,86303,928-776-8870,HTTP://WWW.LANEBROTHERS.COM,14151697,0
"FINANCIAL PLANNING CONSULTANTS OF NORTHERN MICHIGAN,INC.",WEALTH PERSONAL,212 RIVER STREET BOX 738,ELK RAPIDS,MI,United States,49629,231-264-9591,http://www.financialplanningconsultantsmi.com/,14156974,51-100
INCLINEVEST LLC,INCLINEVEST,,,,,,720-306-1620,https://www.inclinevest.com/,14157111,1-10
TAEVESTMENT LLC,GARDENA FINANCIAL RETIREMENT ADVISORS,1516 W REDONDO BEACH BLVD,GARDENA,CA,United States,90247,424-999-8829,https://www.gardenafinancial.com/planning-services/,14165174,0
"BLACKMORE GROUP, LLC",BLACKMORE FINANCIAL SOLUTIONS,389 S. FERGUSON AVE STE. 204,BOZEMAN,MT,United States,59718,4065772277,https://www.blackmorefinancialsolutions.com,14174911,26-50
"3SUMMIT INVESTMENT MANAGEMENT, LLC","3SUMMIT INVESTMENT MANAGEMENT, LLC",2329 JACSON PARKWAY,VIENNA,VA,United States,22180,571-565-2161,https://www.facebook.com/3summit,14183491,1-10
COBALT PRIVATE WEALTH LLC,COBALT PRIVATE WEALTH LLC,5251 BANCROFT HTS,COLORADO SPRINGS,CO,United States,80906,719.332.3863,http://www.facebook.com/cobaltprivatewealth,14189206,26-50
CRESPO CAPITAL LLC,CRESPO CAPITAL LLC,,,,,,(786) 538-5934,https://www.crespocapital.com,14191001,1-10
HARLAN FINANCIAL LLC,HARLAN FINANCIAL LLC,,,,,,717-826-1664,https://www.linkedin.com/in/russellharlan/,14194000,0
PARALLEL EQUITY ADVISORS LTD.,PARALLEL EQUITY ADVISORS LTD.,5650 BLAZER PARKWAY,DUBLIN,OH,United States,43017,614-354-5452,HTTP://WWW.KNOW-PARALLEL.COM,14200000,0
COLUMBIA WEALTH ADVISORS LLC,COLUMBIA WEALTH ADVISORS LLC,33555 E COLUMBIA AVE,SCAPPOOSE,OR,United States,97056,9715703933,HTTP://WWW.COLUMBIAWEALTHADVISORS.COM,14200000,0
"STACKPOLE WEALTH, LLC",STACKPOLE WEALTH PLANNING AND RESEARCH,435 PARK STREET,CHARLOTTESVILLE,VA,United States,22902,434-290-0233,HTTP://STACKPOLEWEALTH.COM,14202140,1-10
"JACOBS WEALTH MANAGEMENT, LLC","JACOBS WEALTH MANAGEMENT, LLC",,,,,,513-722-7200,https://www.linkedin.com/in/benjamen-jacobs-363195122,14210284,1-10
"SPRING, TOD MARC",SPRING CAPITAL MANAGEMENT,,,,,,650-525-9755,,14225996,
K.J. HARRISON & PARTNERS (USA) INC.,K.J. HARRISON & PARTNERS (USA) INC.,60 BEDFORD ROAD,"TORONTO, ON",,Canada,M5R 2K2,877-583-3320,,14229000,0
CAST FINANCIAL LLC,CAST FINANCIAL,,,,,,(402) 761-0767,HTTP://WWW.CASTFINANCIAL.COM/DEFAULTSITE,14234672,26-50
CRUZAN & ASSOCIATES LLC,CRUZAN &  ASSOCIATES LLC,,,,,,215-499-0611,,14240000,11-25
VIRTUEVIAN VENTURES CORPORATION,VIRTUEVIAN VENTURES,1707 POST OAK BOULEVARD 425,HOUSTON,TX,United States,77056,(832) 208-5019,https://www.virtuevian.com/,14250916,0
"QARMA TECHNOLOGY, INC.","QARMA TECHNOLOGY, INC.","QARMA SOFTWARE SERVICES, LTD.",LONDON,,United Kingdom,SW1E 5HX,44 207 283 2481,HTTPS://WWW.QARMATECHNOLOGY.COM,14256300,1-10
HEISLER PARK ASSET MANAGEMENT LLC,HEISLER PARK ASSET MANAGEMENT LLC,4850 TAMIAMI TRL N STE 301,NAPLES,FL,United States,34103,239-249-5909,http://www.heislerparkam.com/,14260458,
"IMPALA RETIREMENT ADVISORS, LLC",IMPALA RETIREMENT ADVISORS,,,,,,404-502-6091,,14263523,1-10
OWLFA LLC,OWLFA LLC,1601 WESTHEIMER,HOUSTON,TX,United States,77006,(713) 496-2861,HTTPS://WWW.OWLFA.IO,14267095,51-100
"EIN SOF ADVISORS, LLC","EIN SOF ADVISORS, LLC",,,,,,561-334-6607,HTTP://WWW.EINSOFADVISORS.COM,14268642,1-10
"JACKSON WEALTH MANAGEMENT, LLC","JACKSON WEALTH MANAGEMENT, LLC",115 WILCOX ST SUITE 220,CASTLE ROCK,CO,United States,80104,720-882-7098,https://www.jacksonwealthmanagement.net/,14272619,11-25
"MUTUAL OF OMAHA INVESTOR SERVICES, INC.","MUTUAL OF OMAHA INVESTOR SERVICES, INC.",3300 MUTUAL OF OMAHA PLAZA,OMAHA,NE,United States,68175-1020,402-351-3102,HTTP://WWW.MUTUALOFOMAHA.COM/INVESTMENTS,14275270,251-500
"TAOS INVESTMENT ADVISORS, LLC","TAOS INVESTMENT ADVISORS, LLC",2167 B SOUTH CHINA PLACE,CHICAGO,IL,United States,60616,312-842-9892,https://www.taosglobalgroup.com,14276288,1-10
"R & R RETIREMENT SERVICES, INC","R & R RETIREMENT SERVICES, INC",6514A 24TH AVE NE,SEATTLE,WA,United States,98115,206-362-0503,,14285310,
"PATRUMIN INVESTORS, LLC","PATRUMIN INVESTORS, LLC",AIRPORT PROFESSIONAL CENTER,NAPLES,FL,United States,34105,(844) 728-7864,HTTP://WWW.PATRUMIN.COM,14286594,
SYMPHONY RETIREMENT PARTNERS LLC,SYMPHONY RETIREMENT PARTNERS LLC,,,,,,512-337-8060,https://www.symphonyretirement.com,14287087,0
HANSA INVESTMENTS LLC,HANSA INVESTMENTS LLC,,,,,,(443) 465-1652,https://www.hansa-investments.com,14290791,0
"HORST, ROGER EUGENE","HORST, ROGER EUGENE",,,,,,301-385-0119,,14300000,0
A-ADVANTAGE TAX & FINANCIAL SERVICES INC.,A-ADVANTAGE TAX & FINANCIAL SERVICES INC.,2320 WEST PEORIA AVENUE,PHOENIX,AZ,United States,85029-0000,602-995-2100,HTTP://WWW.A-ADVANTAGETAX.COM,14300000,26-50
"SPRING DELTA ASSET MANAGEMENT, LLC","SPRING DELTA ASSET MANAGEMENT, LLC",125 PARK AVENUE 25TH FLOOR,NEW YORK,NY,United States,10017,212-960-8382,http://www.springdelta.com,14305883,
"FOLLOWING CLAIRE ADVISORS, LLC",FC ADVISORS,1777 BOTELHO DRIVE,WALNUT CREEK,CA,United States,94596,(415) 528-2826,https://www.facebook.com/FCAdvisors.SF/,14307583,0
CONSTANTIA CAPITAL LIMITED LIABILITY COMPANY,CONSTANTIA CAPITAL LLC,17 HENDRICKSON ROAD,LAWRENCEVILLE,NJ,United States,08648,609-512-1812,HTTP://WWW.CONSTANTIAQUANT.COM,14309482,0
"GATENS FINANCIAL, LLC","GATENS FINANCIAL, LLC",,,,,,855-695-4877,HTTPS://WWW.LINKEDIN.COM/COMPANY/GATENSFINANCIAL/,14323912,1-10
"PRAESIDEO MANAGEMENT, LLC","PRAESIDEO MANAGEMENT, LLC",1590 W. PARK CIRCLE,OGDEN,UT,United States,84404,801-648-7610,HTTP://WWW.PRAESIDEO.COM,14332200,0
"PREAKNESS RETIREMENT ADVISORS, LLC","PREAKNESS RETIREMENT ADVISORS, LLC",,,,,,201-445-3873,,14333851,1-10
QUILLU INC,OCTAVEWEALTH,14 MINT PLAZA STE 500,SAN FRANCISCO,CA,United States,94103,(855) 962-8283,HTTP://OCTAVEWEALTH.COM,14335000,0
"MILESTONE ADVISORY GROUP, LLC","MILESTONE ADVISORY GROUP, LLC",,,,,,309-360-9890,https://yourfinancialstuff.com,14339000,1-10
STRAITGATE FINANCIAL L.L.C.,STRAITGATE FINANCIAL L.L.C.,,,,,,248-465-6227,HTTP://WWW.sgfllc.COM,14340371,1-10
WEALTHY DOCTOR INSTITUTE LLC,WEALTHY DOCTOR INSTITUTE LLC,4320 WINFIELD RD SUITE 200,WARRENVILLE,IL,United States,60555,630-637-8201,HTTP://WEALTHYDOCTORINSTITUTE.COM,14342488,26-50
